Accident_ID,Date,Hour,Time_of_Day,Weather,Road_Condition,Severity,Vehicle_Type,Speed_Limit,Latitude,Longitude,Casualties
A02678,2023-06-12,7,Morning,Rain,Dry,Minor,Car,60,40.703379,-73.985217,1
A02679,2024-11-26,15,Afternoon,Clear,Wet,Moderate,Truck,100,34.104053,-118.243512,0
A02680,2023-08-31,3,Night,Storm,Dry,Fatal,Bus,60,40.770675,-74.023242,1
A02681,2023-03-07,1,Night,Storm,Dry,Moderate,Bike,30,41.879114,-87.706411,1
A02682,2023-02-08,23,Night,Rain,Wet,Severe,Bus,50,40.671038,-73.90985,0
A02683,2024-09-13,20,Evening,Fog,Under Construction,Moderate,Truck,50,40.712657,-74.024429,3
A02684,2023-04-21,22,Night,Clear,Under Construction,Moderate,Bus,40,34.014494,-118.299546,3
A02685,2024-10-14,18,Evening,Clear,Dry,Moderate,Truck,40,41.968921,-87.572662,1
A02686,2023-09-16,15,Afternoon,Clear,Dry,Minor,Bike,40,34.062696,-118.275322,4
A02687,2023-07-26,23,Night,Clear,Under Construction,Minor,Bus,80,40.678018,-74.053047,4
A02688,2023-07-16,2,Night,Storm,Wet,Fatal,Car,100,41.821802,-87.691931,1
A02689,2024-11-15,3,Night,Storm,Dry,Fatal,Car,40,40.775295,-74.053229,2
A02690,2023-01-06,11,Morning,Storm,Wet,Moderate,Car,50,34.038984,-118.217414,1
A02691,2023-07-09,21,Night,Snow,Dry,Moderate,Bus,40,41.897841,-87.656108,1
A02692,2023-08-01,18,Evening,Snow,Dry,Severe,Bike,50,34.148402,-118.247175,0
A02693,2024-09-25,17,Evening,Fog,Dry,Moderate,Car,60,40.727895,-74.022283,1
A02694,2024-03-13,20,Evening,Clear,Wet,Moderate,Car,80,34.063492,-118.311277,1
A02695,2023-03-22,4,Night,Clear,Dry,Moderate,Bike,30,41.937218,-87.648142,0
A02696,2023-05-01,15,Afternoon,Clear,Dry,Moderate,Car,80,40.675075,-73.987411,2
A02697,2024-07-07,10,Morning,Rain,Dry,Severe,Truck,50,40.693138,-73.945794,1
A02698,2023-09-15,12,Afternoon,Rain,Dry,Severe,Bike,30,41.837401,-87.660295,1
A02699,2023-06-11,9,Morning,Fog,Dry,Moderate,Truck,80,40.724903,-74.004047,3
A02700,2024-09-17,16,Afternoon,Fog,Under Construction,Minor,Bus,80,33.977787,-118.233695,1
A02701,2023-02-28,17,Evening,Rain,Wet,Fatal,Car,80,41.937121,-87.620904,1
A02702,2024-04-27,8,Morning,Rain,Dry,Minor,Car,30,41.951996,-87.539016,1
A02703,2023-12-13,13,Afternoon,Clear,Wet,Minor,Truck,50,34.049389,-118.248381,0
A02704,2023-03-02,4,Night,Clear,Wet,Minor,Bike,100,40.754657,-74.01241,1
A02705,2023-03-05,7,Morning,Storm,Dry,Minor,Car,80,34.154002,-118.264545,1
A02706,2024-09-16,22,Night,Clear,Dry,Severe,Bike,30,40.71109,-74.040746,2
A02707,2024-03-02,19,Evening,Clear,Wet,Minor,Car,80,41.897438,-87.672921,1
A02708,2024-05-05,4,Night,Rain,Under Construction,Minor,Car,30,34.02128,-118.233356,0
A02709,2023-02-06,15,Afternoon,Clear,Dry,Severe,Truck,100,41.919433,-87.701568,1
A02710,2023-12-25,13,Afternoon,Rain,Wet,Severe,Bike,40,34.030319,-118.196735,1
A02711,2023-01-22,1,Night,Fog,Under Construction,Minor,Truck,80,40.811964,-74.04602,1
A02712,2024-09-14,12,Afternoon,Storm,Wet,Moderate,Car,80,41.972773,-87.561356,1
A02713,2024-05-08,1,Night,Fog,Under Construction,Minor,Bus,100,34.073026,-118.233832,2
A02714,2023-05-09,13,Afternoon,Rain,Wet,Moderate,Bus,80,41.847678,-87.609473,1
A02715,2023-05-22,3,Night,Rain,Dry,Severe,Car,80,34.083103,-118.237712,1
A02716,2024-01-12,11,Morning,Clear,Under Construction,Moderate,Bike,60,40.717074,-74.015453,1
A02717,2023-03-01,7,Morning,Clear,Icy,Minor,Car,80,40.66212,-74.061011,0
A02718,2023-01-11,7,Morning,Rain,Dry,Minor,Car,30,34.042805,-118.222199,1
A02719,2023-09-13,1,Night,Rain,Icy,Moderate,Car,40,40.730843,-73.979957,1
A02720,2024-03-25,5,Morning,Clear,Wet,Severe,Car,50,33.983401,-118.223441,0
A02721,2023-12-25,19,Evening,Rain,Wet,Minor,Truck,50,41.874308,-87.649306,3
A02722,2023-05-13,19,Evening,Clear,Wet,Fatal,Bus,100,34.104756,-118.285158,2
A02723,2023-05-06,21,Night,Storm,Dry,Minor,Car,50,40.727848,-74.045807,1
A02724,2024-07-10,6,Morning,Fog,Wet,Moderate,Bike,40,34.083904,-118.29344,0
A02725,2024-03-30,22,Night,Clear,Dry,Severe,Bike,80,34.051395,-118.354138,2
A02726,2023-10-27,20,Evening,Clear,Dry,Moderate,Bike,50,40.63172,-73.993808,0
A02727,2024-12-15,17,Evening,Clear,Dry,Moderate,Car,30,41.909123,-87.63894,2
A02728,2023-12-21,13,Afternoon,Clear,Wet,Fatal,Bus,50,41.871624,-87.469003,0
A02729,2023-03-22,6,Morning,Rain,Wet,Moderate,Truck,50,40.715048,-74.027866,1
A02730,2024-07-20,6,Morning,Clear,Dry,Moderate,Bike,100,40.767186,-73.989285,0
A02731,2023-05-26,1,Night,Storm,Wet,Moderate,Bus,100,40.700463,-74.026547,1
A02732,2024-04-09,3,Night,Clear,Dry,Severe,Bus,30,40.667046,-74.066475,1
A02733,2023-10-04,8,Morning,Clear,Dry,Severe,Bus,50,41.903162,-87.602976,0
A02734,2023-03-28,1,Night,Fog,Dry,Minor,Bus,60,34.104426,-118.2364,3
A02735,2023-01-20,12,Afternoon,Clear,Dry,Moderate,Bus,30,34.007882,-118.262535,1
A02736,2023-08-18,6,Morning,Storm,Wet,Severe,Truck,100,34.097854,-118.242349,1
A02737,2024-03-17,17,Evening,Clear,Wet,Moderate,Bike,30,40.77707,-73.951099,0
A02738,2024-07-08,11,Morning,Clear,Dry,Minor,Bike,50,40.753855,-73.901734,1
A02739,2024-08-28,6,Morning,Rain,Icy,Fatal,Bike,100,40.723071,-73.945546,0
A02740,2024-09-28,13,Afternoon,Rain,Under Construction,Minor,Car,30,34.019695,-118.266297,1
A02741,2024-07-20,12,Afternoon,Clear,Icy,Severe,Bike,80,41.818297,-87.694543,0
A02742,2024-04-19,13,Afternoon,Rain,Dry,Moderate,Bike,40,41.913469,-87.57435,0
A02743,2024-01-26,14,Afternoon,Rain,Icy,Minor,Truck,40,41.883406,-87.669637,1
A02744,2023-01-16,8,Morning,Fog,Wet,Severe,Bike,30,41.904091,-87.664029,0
A02745,2023-09-13,17,Evening,Rain,Wet,Minor,Bike,80,33.977081,-118.238341,1
A02746,2024-02-09,1,Night,Snow,Icy,Severe,Bike,50,41.897288,-87.68092,0
A02747,2023-10-03,21,Night,Snow,Wet,Severe,Car,30,34.029352,-118.230713,1
A02748,2023-11-11,18,Evening,Storm,Icy,Severe,Bike,50,41.868485,-87.602569,1
A02749,2023-07-03,14,Afternoon,Fog,Wet,Minor,Car,60,34.124364,-118.233067,0
A02750,2023-01-10,14,Afternoon,Rain,Wet,Minor,Bike,60,40.67696,-73.956247,0
A02751,2024-10-15,17,Evening,Rain,Dry,Severe,Bus,30,40.710512,-73.953771,1
A02752,2024-08-16,2,Night,Clear,Dry,Severe,Bike,30,34.00393,-118.273176,1
A02753,2024-03-27,5,Morning,Fog,Dry,Moderate,Bike,50,34.080941,-118.257873,0
A02754,2024-05-21,4,Night,Snow,Dry,Fatal,Truck,40,40.686893,-73.991028,2
A02755,2024-09-24,20,Evening,Clear,Wet,Moderate,Truck,30,40.755629,-73.958037,2
A02756,2024-11-01,1,Night,Clear,Under Construction,Minor,Bus,80,40.781649,-74.046141,1
A02757,2023-11-21,1,Night,Clear,Wet,Fatal,Truck,30,41.897514,-87.480807,1
A02758,2023-09-23,8,Morning,Clear,Dry,Minor,Bike,80,40.74101,-73.990435,2
A02759,2023-02-15,19,Evening,Fog,Dry,Moderate,Bike,30,40.748949,-73.961288,3
A02760,2023-03-21,16,Afternoon,Storm,Dry,Fatal,Car,80,34.013587,-118.263259,1
A02761,2023-03-21,7,Morning,Snow,Dry,Fatal,Bike,80,40.766815,-73.943763,1
A02762,2024-01-16,21,Night,Snow,Dry,Moderate,Car,100,34.030239,-118.119512,0
A02763,2024-03-12,9,Morning,Clear,Dry,Severe,Car,50,40.703195,-74.013431,1
A02764,2024-09-13,11,Morning,Rain,Icy,Minor,Bus,100,34.029861,-118.180219,0
A02765,2024-01-19,15,Afternoon,Clear,Under Construction,Minor,Car,40,34.058788,-118.189085,0
A02766,2024-01-13,1,Night,Rain,Icy,Severe,Truck,80,34.109433,-118.245483,0
A02767,2023-01-27,3,Night,Storm,Icy,Severe,Truck,50,41.887193,-87.563828,2
A02768,2024-06-07,22,Night,Rain,Dry,Minor,Bike,40,41.846159,-87.648368,1
A02769,2024-01-23,18,Evening,Clear,Wet,Minor,Truck,60,40.664518,-74.015475,0
A02770,2024-10-26,2,Night,Rain,Wet,Minor,Truck,80,40.768954,-74.009953,0
A02771,2024-05-30,18,Evening,Clear,Wet,Minor,Bus,80,41.880874,-87.617655,1
A02772,2023-05-05,16,Afternoon,Rain,Dry,Severe,Bus,100,40.65511,-73.983064,1
A02773,2024-06-21,16,Afternoon,Clear,Wet,Moderate,Bike,50,33.98929,-118.227065,1
A02774,2023-07-19,18,Evening,Rain,Wet,Moderate,Truck,50,34.072326,-118.21122,0
A02775,2023-09-06,11,Morning,Clear,Icy,Moderate,Bus,50,40.684256,-73.957998,1
A02776,2023-04-29,22,Night,Storm,Dry,Fatal,Bus,100,40.680505,-73.954699,1
A02777,2024-02-24,11,Morning,Clear,Dry,Minor,Bike,80,40.733743,-74.024481,2
A02778,2024-06-01,2,Night,Snow,Icy,Severe,Bus,80,34.098201,-118.19824,0
A02779,2023-08-24,14,Afternoon,Clear,Dry,Minor,Truck,80,33.980831,-118.217273,1
A02780,2023-05-09,17,Evening,Storm,Icy,Minor,Bus,100,40.714368,-74.002823,0
A02781,2024-08-21,21,Night,Rain,Wet,Minor,Bike,50,40.69912,-73.997438,1
A02782,2023-12-16,10,Morning,Storm,Wet,Moderate,Car,60,40.66409,-74.02872,1
A02783,2024-03-07,16,Afternoon,Snow,Under Construction,Severe,Bus,100,40.683459,-74.066194,1
A02784,2023-07-22,5,Morning,Rain,Wet,Minor,Car,40,34.128335,-118.253023,0
A02785,2023-05-04,13,Afternoon,Fog,Icy,Severe,Bus,100,33.992645,-118.279008,2
A02786,2023-04-14,4,Night,Storm,Wet,Moderate,Bus,30,40.651718,-74.030614,3
A02787,2024-12-07,5,Morning,Snow,Dry,Fatal,Truck,80,40.700959,-73.970335,3
A02788,2024-06-26,12,Afternoon,Rain,Icy,Severe,Bike,40,34.106564,-118.260452,0
A02789,2024-02-16,22,Night,Fog,Dry,Minor,Truck,100,41.72819,-87.650036,1
A02790,2023-10-28,3,Night,Clear,Dry,Moderate,Bike,80,34.059591,-118.370272,3
A02791,2024-09-15,19,Evening,Snow,Under Construction,Moderate,Car,30,40.715209,-73.982102,1
A02792,2023-12-30,14,Afternoon,Rain,Dry,Minor,Bus,100,34.106142,-118.351663,0
A02793,2024-03-22,9,Morning,Storm,Dry,Moderate,Truck,100,34.037945,-118.267325,0
A02794,2023-07-07,23,Night,Rain,Wet,Minor,Car,40,41.900834,-87.60223,0
A02795,2023-01-08,18,Evening,Clear,Under Construction,Minor,Bike,100,41.769261,-87.610094,4
A02796,2024-10-26,14,Afternoon,Rain,Dry,Fatal,Bike,60,34.030207,-118.154228,0
A02797,2023-06-30,16,Afternoon,Rain,Under Construction,Moderate,Bike,30,41.911041,-87.641244,4
A02798,2023-08-26,9,Morning,Rain,Wet,Minor,Bike,30,34.012666,-118.226022,0
A02799,2024-07-31,16,Afternoon,Snow,Under Construction,Severe,Bus,50,41.842586,-87.546331,1
A02800,2023-11-27,12,Afternoon,Rain,Icy,Moderate,Truck,40,34.010101,-118.265908,0
A02801,2023-02-12,23,Night,Clear,Dry,Minor,Truck,60,41.882554,-87.649134,1
A02802,2024-06-15,8,Morning,Rain,Under Construction,Severe,Bike,30,41.850814,-87.638955,0
A02803,2023-12-22,9,Morning,Clear,Dry,Moderate,Car,50,40.671143,-73.96517,1
A02804,2023-10-08,15,Afternoon,Clear,Under Construction,Moderate,Truck,40,33.967363,-118.31582,1
A02805,2023-10-23,8,Morning,Snow,Dry,Moderate,Car,40,41.90415,-87.609598,1
A02806,2024-11-13,8,Morning,Clear,Dry,Minor,Car,40,40.716984,-74.023446,1
A02807,2024-07-19,16,Afternoon,Snow,Dry,Severe,Car,80,40.662515,-74.004118,2
A02808,2023-02-10,17,Evening,Storm,Dry,Fatal,Truck,30,41.826803,-87.628568,1
A02809,2024-05-15,0,Night,Rain,Wet,Moderate,Truck,50,34.048602,-118.289862,0
A02810,2024-08-07,13,Afternoon,Rain,Wet,Fatal,Bus,80,41.883531,-87.688627,3
A02811,2023-05-10,14,Afternoon,Clear,Wet,Moderate,Car,100,34.040147,-118.230003,1
A02812,2024-12-24,3,Night,Storm,Icy,Severe,Bus,60,34.03835,-118.236083,0
A02813,2023-09-27,2,Night,Clear,Dry,Moderate,Bike,100,40.73574,-74.024122,2
A02814,2024-11-15,3,Night,Clear,Dry,Minor,Car,100,34.071576,-118.177075,0
A02815,2023-08-16,23,Night,Snow,Dry,Severe,Bike,40,40.795843,-74.027865,3
A02816,2024-06-03,10,Morning,Snow,Dry,Minor,Bus,100,34.003318,-118.192256,0
A02817,2024-06-09,21,Night,Storm,Dry,Moderate,Bike,30,40.743307,-73.988894,0
A02818,2024-03-19,3,Night,Rain,Wet,Minor,Bike,40,41.833798,-87.630919,2
A02819,2024-07-25,21,Night,Snow,Wet,Moderate,Car,100,41.882435,-87.59265,2
A02820,2024-10-04,0,Night,Snow,Wet,Fatal,Truck,80,40.652334,-73.990863,4
A02821,2024-01-21,7,Morning,Clear,Dry,Moderate,Truck,50,41.951041,-87.641371,2
A02822,2024-04-26,4,Night,Rain,Under Construction,Fatal,Truck,100,34.093404,-118.228542,0
A02823,2024-05-23,9,Morning,Clear,Under Construction,Minor,Truck,100,40.696097,-74.070937,2
A02824,2023-04-01,16,Afternoon,Storm,Under Construction,Moderate,Truck,30,41.965991,-87.65832,1
A02825,2024-03-20,2,Night,Clear,Dry,Minor,Truck,100,34.147896,-118.265187,2
A02826,2023-07-02,1,Night,Fog,Dry,Moderate,Bike,80,34.0791,-118.182906,2
A02827,2024-01-25,20,Evening,Rain,Wet,Fatal,Truck,100,41.908688,-87.544046,0
A02828,2023-12-24,15,Afternoon,Clear,Wet,Moderate,Truck,50,41.905112,-87.633434,0
A02829,2023-08-26,9,Morning,Fog,Dry,Moderate,Bus,60,41.846721,-87.583221,0
A02830,2024-10-07,12,Afternoon,Rain,Dry,Moderate,Bike,80,41.962788,-87.586966,4
A02831,2024-05-07,9,Morning,Clear,Wet,Moderate,Truck,30,40.78249,-73.961932,2
A02832,2023-10-22,13,Afternoon,Clear,Dry,Severe,Bike,40,34.042916,-118.322052,2
A02833,2024-11-09,13,Afternoon,Clear,Under Construction,Minor,Truck,60,40.659015,-73.889236,1
A02834,2023-11-23,21,Night,Rain,Wet,Minor,Bike,100,40.735927,-73.987147,1
A02835,2024-02-12,22,Night,Clear,Icy,Moderate,Bus,60,40.669736,-74.093409,2
A02836,2024-09-07,13,Afternoon,Snow,Wet,Severe,Truck,30,41.820936,-87.668696,1
A02837,2023-10-25,8,Morning,Storm,Dry,Severe,Truck,60,41.946556,-87.649508,1
A02838,2023-03-04,17,Evening,Snow,Wet,Severe,Bike,100,34.127484,-118.205575,1
A02839,2023-11-22,13,Afternoon,Snow,Dry,Severe,Bus,60,34.041604,-118.279192,0
A02840,2024-02-13,8,Morning,Rain,Wet,Minor,Bike,60,40.744237,-74.01538,4
A02841,2023-08-13,10,Morning,Clear,Under Construction,Severe,Car,50,41.871479,-87.62556,0
A02842,2024-04-03,13,Afternoon,Storm,Dry,Moderate,Truck,80,40.62144,-74.067048,1
A02843,2023-07-31,20,Evening,Clear,Dry,Moderate,Bike,40,40.713684,-73.964108,0
A02844,2024-09-11,17,Evening,Clear,Icy,Fatal,Car,60,40.646797,-74.053626,2
A02845,2023-04-03,22,Night,Rain,Wet,Fatal,Bike,80,34.127621,-118.280141,1
A02846,2023-03-06,20,Evening,Rain,Dry,Minor,Truck,50,40.867635,-74.084468,0
A02847,2024-07-02,6,Morning,Storm,Dry,Moderate,Bus,100,40.719038,-74.066135,1
A02848,2023-08-23,9,Morning,Clear,Dry,Moderate,Bike,50,40.64361,-73.944706,0
A02849,2024-02-28,6,Morning,Snow,Dry,Fatal,Truck,30,41.772605,-87.643947,2
A02850,2023-02-06,0,Night,Clear,Dry,Severe,Car,80,41.824514,-87.58891,0
A02851,2024-02-12,15,Afternoon,Clear,Dry,Minor,Truck,50,40.673025,-73.989585,1
A02852,2023-11-05,0,Night,Clear,Dry,Minor,Truck,30,40.686809,-73.996578,1
A02853,2023-10-06,23,Night,Rain,Dry,Moderate,Bus,100,40.672406,-74.026686,3
A02854,2024-02-15,4,Night,Fog,Wet,Severe,Bike,30,41.920576,-87.673137,0
A02855,2023-03-20,2,Night,Rain,Dry,Moderate,Bus,30,41.860506,-87.582516,1
A02856,2023-01-16,23,Night,Clear,Dry,Minor,Truck,30,41.919373,-87.61544,2
A02857,2024-08-25,12,Afternoon,Snow,Dry,Fatal,Bike,50,40.760256,-73.971217,0
A02858,2024-03-11,16,Afternoon,Rain,Icy,Fatal,Car,50,41.884067,-87.653593,1
A02859,2023-10-08,14,Afternoon,Clear,Wet,Minor,Car,50,40.725993,-74.025734,2
A02860,2024-11-02,18,Evening,Clear,Wet,Moderate,Bus,50,34.106527,-118.217542,1
A02861,2024-03-15,2,Night,Storm,Dry,Severe,Bus,80,40.626222,-73.975159,2
A02862,2023-10-13,15,Afternoon,Rain,Dry,Severe,Truck,60,34.117972,-118.247258,4
A02863,2023-01-18,15,Afternoon,Clear,Icy,Moderate,Bus,50,41.902316,-87.66268,1
A02864,2024-07-13,22,Night,Snow,Dry,Severe,Bus,40,40.80037,-74.010234,1
A02865,2024-08-14,0,Night,Snow,Dry,Fatal,Truck,60,34.008283,-118.147316,1
A02866,2024-01-14,15,Afternoon,Rain,Under Construction,Minor,Car,100,41.853467,-87.545601,1
A02867,2023-11-15,10,Morning,Rain,Under Construction,Minor,Car,30,40.765106,-73.911594,2
A02868,2024-07-28,5,Morning,Clear,Under Construction,Severe,Bus,80,40.696655,-74.066658,4
A02869,2023-09-13,2,Night,Storm,Icy,Moderate,Bus,80,40.669451,-74.120049,1
A02870,2024-04-29,16,Afternoon,Clear,Dry,Minor,Truck,30,41.925517,-87.668878,0
A02871,2024-05-20,8,Morning,Storm,Icy,Fatal,Bike,100,34.027637,-118.228724,1
A02872,2023-12-12,4,Night,Storm,Dry,Severe,Bike,100,40.751863,-73.948795,1
A02873,2024-08-01,19,Evening,Clear,Icy,Severe,Car,50,34.107359,-118.245301,2
A02874,2024-12-07,6,Morning,Clear,Icy,Fatal,Bus,80,41.764493,-87.709249,0
A02875,2024-05-26,10,Morning,Storm,Dry,Moderate,Truck,50,41.818136,-87.592321,1
A02876,2024-04-17,22,Night,Clear,Dry,Moderate,Car,30,34.051176,-118.306578,2
A02877,2024-03-11,22,Night,Storm,Wet,Moderate,Bus,40,40.715378,-74.036659,0
A02878,2023-01-14,5,Morning,Clear,Dry,Moderate,Car,40,41.838225,-87.624742,2
A02879,2023-07-22,14,Afternoon,Snow,Wet,Fatal,Car,60,40.758122,-73.909122,1
A02880,2024-05-22,5,Morning,Storm,Wet,Minor,Bus,40,41.955546,-87.555492,1
A02881,2024-07-14,13,Afternoon,Rain,Dry,Minor,Car,50,34.045171,-118.247122,3
A02882,2023-05-01,13,Afternoon,Snow,Wet,Moderate,Bike,80,34.088637,-118.286103,1
A02883,2023-11-27,19,Evening,Clear,Wet,Fatal,Truck,40,34.010114,-118.194867,1
A02884,2023-10-25,16,Afternoon,Snow,Wet,Severe,Truck,80,41.889094,-87.635449,4
A02885,2024-01-16,16,Afternoon,Clear,Under Construction,Minor,Bike,60,41.939624,-87.696717,3
A02886,2024-04-18,6,Morning,Snow,Dry,Moderate,Truck,40,34.143646,-118.279372,0
A02887,2024-06-20,22,Night,Rain,Dry,Moderate,Car,50,34.056339,-118.255112,5
A02888,2024-03-02,5,Morning,Clear,Icy,Severe,Bus,30,40.797216,-74.036298,3
A02889,2023-01-06,9,Morning,Clear,Dry,Minor,Truck,40,41.862584,-87.587157,3
A02890,2024-12-11,3,Night,Clear,Dry,Minor,Bus,50,41.930459,-87.632604,1
A02891,2023-04-07,1,Night,Clear,Wet,Moderate,Bus,80,41.862434,-87.656919,2
A02892,2023-06-10,2,Night,Rain,Wet,Moderate,Truck,50,34.018474,-118.216383,3
A02893,2024-10-05,0,Night,Fog,Dry,Moderate,Bike,50,40.696479,-73.984532,3
A02894,2024-03-12,18,Evening,Storm,Dry,Severe,Bike,50,41.797736,-87.688759,2
A02895,2024-10-01,12,Afternoon,Snow,Wet,Minor,Truck,30,34.003466,-118.143634,2
A02896,2024-08-29,4,Night,Snow,Wet,Severe,Truck,50,40.636818,-74.023932,3
A02897,2023-07-02,8,Morning,Clear,Dry,Moderate,Car,40,41.970792,-87.767623,2
A02898,2024-06-18,18,Evening,Fog,Wet,Moderate,Bus,50,41.83294,-87.715745,0
A02899,2024-08-12,18,Evening,Storm,Dry,Fatal,Bike,100,41.802107,-87.63257,1
A02900,2024-09-22,21,Night,Storm,Icy,Severe,Truck,40,34.119333,-118.151347,1
A02901,2023-01-03,7,Morning,Fog,Wet,Fatal,Car,80,40.646194,-73.986088,2
A02902,2023-05-31,4,Night,Clear,Dry,Minor,Bus,30,40.652114,-73.96282,2
A02903,2023-11-28,2,Night,Clear,Dry,Moderate,Truck,80,40.643412,-73.949065,1
A02904,2024-03-26,13,Afternoon,Snow,Icy,Fatal,Bus,50,41.869016,-87.602225,1
A02905,2023-11-06,16,Afternoon,Clear,Dry,Minor,Truck,80,40.819165,-74.098271,0
A02906,2024-02-07,12,Afternoon,Clear,Wet,Minor,Bus,50,34.014448,-118.14887,0
A02907,2023-11-16,16,Afternoon,Rain,Dry,Severe,Car,80,34.034785,-118.234082,0
A02908,2023-08-08,5,Morning,Clear,Dry,Moderate,Bike,100,41.878635,-87.61208,3
A02909,2023-05-27,13,Afternoon,Fog,Icy,Moderate,Bus,60,41.888159,-87.633078,1
A02910,2024-12-12,8,Morning,Rain,Dry,Moderate,Car,80,41.81128,-87.673657,3
A02911,2024-03-21,20,Evening,Snow,Dry,Moderate,Truck,30,34.047001,-118.197824,0
A02912,2024-01-10,14,Afternoon,Clear,Dry,Moderate,Bike,100,41.895708,-87.603014,1
A02913,2024-03-10,6,Morning,Storm,Dry,Fatal,Truck,60,41.888189,-87.649687,3
A02914,2024-01-19,5,Morning,Rain,Dry,Minor,Car,40,41.838302,-87.665805,3
A02915,2024-03-28,11,Morning,Clear,Dry,Minor,Truck,30,41.86703,-87.670007,2
A02916,2024-08-23,9,Morning,Clear,Wet,Severe,Car,50,34.019294,-118.255905,0
A02917,2023-09-17,16,Afternoon,Clear,Dry,Minor,Bike,30,40.63766,-74.016007,1
A02918,2024-10-24,8,Morning,Rain,Dry,Minor,Bus,60,41.897203,-87.588683,0
A02919,2023-02-14,22,Night,Rain,Wet,Moderate,Bike,50,41.925526,-87.639693,0
A02920,2024-10-02,1,Night,Clear,Dry,Moderate,Car,100,41.930787,-87.588427,1
A02921,2024-04-27,19,Evening,Rain,Wet,Severe,Bus,60,41.880887,-87.596562,0
A02922,2023-06-27,15,Afternoon,Clear,Dry,Minor,Car,30,41.767876,-87.683758,2
A02923,2024-01-14,0,Night,Storm,Dry,Moderate,Truck,100,41.91772,-87.580074,1
A02924,2023-07-01,4,Night,Clear,Dry,Minor,Bus,30,40.751487,-74.072911,5
A02925,2023-02-27,14,Afternoon,Clear,Icy,Fatal,Car,50,41.866531,-87.630934,1
A02926,2023-04-10,17,Evening,Clear,Icy,Severe,Truck,100,34.08051,-118.231056,1
A02927,2024-09-20,23,Night,Clear,Dry,Moderate,Bike,100,40.651472,-74.01529,0
A02928,2023-11-21,22,Night,Rain,Dry,Moderate,Bike,80,40.655117,-74.010681,2
A02929,2023-01-15,21,Night,Rain,Wet,Moderate,Bus,100,34.104585,-118.225442,0
A02930,2024-11-16,1,Night,Fog,Wet,Minor,Truck,80,40.790787,-74.063353,0
A02931,2023-06-01,23,Night,Fog,Dry,Minor,Car,40,34.017348,-118.229458,5
A02932,2024-03-30,1,Night,Snow,Dry,Moderate,Truck,100,34.139216,-118.219999,0
A02933,2024-06-01,13,Afternoon,Clear,Wet,Minor,Car,50,40.745727,-73.946285,0
A02934,2023-10-08,17,Evening,Clear,Wet,Moderate,Car,50,34.02715,-118.291461,1
A02935,2024-04-22,18,Evening,Rain,Wet,Moderate,Car,80,41.870672,-87.623292,1
A02936,2024-04-19,2,Night,Rain,Wet,Moderate,Car,40,40.677294,-73.99275,4
A02937,2023-03-30,5,Morning,Rain,Icy,Fatal,Car,40,34.078849,-118.1776,0
A02938,2023-01-11,6,Morning,Fog,Wet,Moderate,Bike,60,41.895423,-87.672107,0
A02939,2023-03-25,23,Night,Fog,Dry,Moderate,Bike,100,40.670448,-73.991395,3
A02940,2024-10-19,6,Morning,Snow,Dry,Fatal,Truck,50,41.792048,-87.678921,2
A02941,2023-02-24,12,Afternoon,Rain,Under Construction,Severe,Bike,40,41.960782,-87.656538,2
A02942,2023-10-13,4,Night,Clear,Dry,Minor,Bike,60,41.877363,-87.694078,2
A02943,2023-08-20,6,Morning,Clear,Icy,Fatal,Truck,40,34.097532,-118.229685,0
A02944,2023-10-30,8,Morning,Fog,Dry,Minor,Bus,50,41.920402,-87.716875,1
A02945,2023-04-05,15,Afternoon,Clear,Icy,Severe,Bike,50,34.019867,-118.299874,2
A02946,2024-10-19,16,Afternoon,Rain,Dry,Minor,Truck,30,33.977784,-118.250158,0
A02947,2024-08-22,12,Afternoon,Clear,Dry,Minor,Truck,100,40.717506,-73.981779,1
A02948,2024-03-20,11,Morning,Clear,Icy,Severe,Bike,40,41.858662,-87.692894,2
A02949,2023-12-17,22,Night,Rain,Wet,Fatal,Bike,30,41.847257,-87.587464,4
A02950,2024-06-09,6,Morning,Clear,Dry,Moderate,Truck,60,34.112716,-118.262386,0
A02951,2023-09-25,1,Night,Rain,Dry,Minor,Truck,60,40.679835,-74.017808,3
A02952,2023-05-24,14,Afternoon,Rain,Dry,Minor,Bike,50,41.964655,-87.623905,0
A02953,2024-07-31,12,Afternoon,Clear,Under Construction,Minor,Car,50,41.786605,-87.618292,1
A02954,2024-12-19,3,Night,Clear,Wet,Minor,Bike,30,41.906736,-87.686354,1
A02955,2023-06-12,13,Afternoon,Clear,Dry,Minor,Bike,50,34.091439,-118.195329,1
A02956,2024-10-25,3,Night,Clear,Dry,Minor,Bike,50,40.698993,-74.060431,0
A02957,2023-06-16,14,Afternoon,Fog,Wet,Moderate,Truck,30,41.918974,-87.605338,1
A02958,2024-03-25,19,Evening,Rain,Dry,Minor,Bus,100,34.057526,-118.234313,0
A02959,2024-02-13,15,Afternoon,Rain,Wet,Minor,Bike,100,40.749593,-74.018844,1
A02960,2024-01-18,19,Evening,Clear,Dry,Moderate,Bus,100,34.109706,-118.316714,0
A02961,2024-02-15,9,Morning,Clear,Dry,Minor,Truck,80,40.662743,-73.92598,2
A02962,2023-04-21,13,Afternoon,Fog,Dry,Moderate,Bike,80,34.08101,-118.173705,3
A02963,2024-02-15,18,Evening,Rain,Dry,Minor,Truck,80,40.771357,-74.021363,2
